Year,Name,College,POS,Height (in),Weight (lbs),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone
2007,Matt Clark,Auburn,K,72.25,181,,,,,,,
2007,Thomas Clayton,Kansas State,RB,70.25,218,,4.66,23,36.5,121,,
2007,David Clowney,Virginia Tech,WR,72.25,188,,4.39,,32.5,123,4.15,7
2007,Daniel Coats,Brigham Young,TE,74.63,257,,4.98,34,30,111,4.43,7.07
2007,Michael Coe,Alabama State,CB,72.63,190,,4.56,17,35,122,4.31,6.78
2007,Joe Cohen,Florida,DT,74.5,313,,5.14,34,26,,,
2007,Alonzo Coleman,Hampton (VA),RB,69.88,207,,4.5,27,,120,,
2007,Duane Coleman,Clemson,CB,69.38,199,,4.59,18,35.5,120,4.51,7.18
2007,Brannon Condren,Troy (AL),SS,72.88,208,,,,,,,
2007,Kyle Cook,Michigan State,C,75.63,291,,,,,,,
2007,Jemalle Cornelius,Florida,WR,70.75,184,,4.59,,34.5,123,4.3,6.99
2007,Jon Cornish,Kansas,RB,71.5,206,,4.65,,34,118,,7.09
2007,Tim Crowder,Texas,DE,75.63,272,,4.72,32,30.5,111,4.32,7.28
2007,Quinton Culberson,Mississippi State,OLB,72.63,236,,4.8,18,29.5,113,,
2007,Ola Dagunduro,Nebraska,DT,73.88,313,,,,,,,
2007,Craig Dahl,North Dakota State,SS,73.63,216,,4.58,17,35,122,4.26,6.69
2007,Jessie Daniels,Louisiana State,SS,70.88,216,,4.54,25,,,,
2007,Kenneth Darby,Alabama,RB,70.38,211,,4.76,19,30,108,4.53,7.25
2007,Doug Datish,Ohio State,C,76.13,302,,5.15,31,26,102,4.65,7.51
2007,Buster Davis,Florida State,ILB,69.38,239,,4.51,24,35.5,115,4.37,6.66
2007,Chris Davis,Florida State,WR,70.25,181,,4.51,15,35.5,115,4.14,6.66
2007,Victor DeGrate,Oklahoma State,DE,74.63,249,,4.8,19,,,,
2007,Chris Denman,Frenso State (CA),OT,78.5,315,,5.65,21,27.5,97,4.92,8.1
2007,Zak DeOssie,Brown (RI),ILB,76.63,250,,4.61,26,34.5,122,4.22,6.89
2007,Zac Diles,Michigan State,ILB,72.13,240,,,,,,,
2007,T.J. Downing,Ohio State,OG,76.63,298,,,,,,,
2007,Tim Duckworth,Auburn,OG,75,306,,5.44,20,25,94,4.78,8.26
2007,Justin Durant,Hampton (VA),ILB,72.88,230,,4.55,25,36,121,4.09,6.77
2007,Quintin Echols,Kansas State,DT,72.88,328,,5.43,25,,,,
2007,Trent Edwards,Stanford,QB,76.13,231,31,4.78,19,,,4.46,7.14
2007,Mike Elgin,Iowa,C,75.13,291,,,,,,,
2007,Tala Esera,Hawaii,OT,75.25,312,,,,,,,
2007,Earl Everett,Florida,OLB,74.5,238,,4.89,19,32,113,,
2007,Aaron Fairooz,Central Arkansas,WR,77.75,209,,4.52,,36,125,4.27,6.89
2007,Brandon Fields,Michigan State,P,76.88,239,,,,,,,
2007,Yamon Figurs,Kansas State,WR,71.25,174,,4.34,,,123,4.21,6.85
2007,Joel Filani,Texas Tech,WR,74.13,211,,4.55,17,32.5,117,,
2007,Nick Folk,Arizona,K,73.38,225,,,,,,,
2007,Jacob Ford,Central Arkansas,DE,75.63,249,,4.68,19,,,,
2007,Eric Frampton,Washington State,SS,71,204,,4.65,10,34.5,122,4.17,6.84
2007,Doug Free,Northern Illinois,OT,78.25,324,,5.21,22,30,111,4.53,7.38
2007,Dustin Fry,Clemson,C,74.63,314,,5.41,34,,,,
2007,Brandon Frye,Virginia Tech,OT,76.13,301,,5.1,34,32.5,103,4.4,7.5
2007,C.J. Gaddis,Clemson,FS,71.5,203,,4.48,20,36.5,121,4.3,7.28
2007,Josh Gattis,Wake Forest,FS,73,206,,4.55,22,34.5,121,4.27,6.72
2007,Luke Getsy,Akron,QB,74.5,222,20,4.99,,32.5,106,4.46,6.95
2007,Dashon Goldson,Washington,FS,74,205,,4.64,12,34.5,115,4.46,7.37
2007,Anthony Gonzalez,Ohio State,WR,72,193,,4.46,,38,123,4.08,6.54
2007,Corey Graham,New Hampshire,CB,71.88,195,,,10,,,,
2007,Michael Griffin,Texas,SS,71.75,202,,4.48,16,36,120,4.1,6.6
2007,Ben Grubbs,Auburn,OG,74.75,311,,5.21,29,26.5,103,4.72,7.99
2007,Matt Gutierrez,Idaho State,QB,76.25,232,28,5.04,,29.5,108,4.28,6.99
2007,Gabe Hall,Texas Tech,OT,75.88,313,,4.92,22,29,104,4.68,7.59
2007,KaMichael Hall,Georgia Tech,OLB,72,228,,4.78,,33,111,4.62,7.5
2007,Korey Hall,Boise State,ILB,73.13,236,,,,,,,
2007,Leon Hall,Michigan,CB,71.25,193,,4.42,15,37.5,125,4.07,6.5
2007,Roy Hall,Ohio State,WR,74,229,,,,,,,
2007,Marcus Hamilton,Virginia,CB,70.88,186,,,,,,,
2007,Jonny Harline,Brigham Young,TE,75.75,248,,4.85,15,28.5,106,4.68,7.05
2007,Justin Harrell,Tennessee,DT,76.38,300,,5.07,24,30.5,108,4.79,7.63
2007,Clark Harris,Rutgers,TE,77.5,261,,4.81,21,32,112,4.4,
2007,David Harris,Michigan,ILB,74.25,243,,4.6,23,33,107,4.29,7.25
2007,Leroy Harris,North Carolina State,C,74.5,302,,5.36,29,24.5,96,4.8,8
2007,Nate Harris,Louisville,OLB,72.38,230,,4.65,26,32,107,4.52,7.19
2007,Ryan Harris,Notre Dame,OT,76.5,305,,5.11,22,25.5,100,4.52,7.78
2007,Brandon Harrison,Stanford,SS,73.88,227,,,23,,,,
2007,Adam Hayward,Portland State (OR),OLB,72.13,235,,,,,,,
2007,Mario Henderson,Florida State,OT,78.5,302,,5.12,20,28.5,109,4.87,7.6
2007,Chris Henry,Arizona,RB,71.25,230,,4.41,26,36,127,4.14,6.96
2007,Will Herring,Auburn,OLB,74.63,229,,,,,,,
2007,Stephon Heyer,Maryland,OT,78.38,334,,5.62,30,,94,,
2007,Justin Hickman,UCLA,OLB,73.38,254,,4.79,23,29.5,115,4.43,7.06
2007,Jarrett Hicks,Texas Tech,WR,74.88,210,,4.7,,34.5,120,,
2007,JohnnieLee Higgins,Texas-El Paso,WR,71.38,186,,4.49,,36.5,122,4.32,6.62
2007,Jason Hill,Washington State,WR,72.5,204,,4.35,,37,123,4.22,7.02
2007,Corey Hilliard,Oklahoma State,OT,77.25,308,,5.34,28,27,106,4.65,7.45
2007,Jonathan Holland,Louisiana Tech,WR,71.75,191,,4.48,15,35.5,120,4.4,7.12
2007,Chris Houston,Arkansas,CB,69.88,185,,4.37,27,36,122,4.12,6.94
2007,Dante Hughes,Texas Tech,CB,70.13,190,,4.74,16,28.5,114,4.43,7.28
2007,Daymeion Hughes,California,CB,70.13,190,,4.68,16,28.5,114,4.43,7.28
2007,Nate Ilaoa,Hawaii,RB,68.88,245,,4.79,25,30,103,4.42,7.1
2007,David Irons,Auburn,CB,70.25,190,,4.5,11,29.5,111,4.3,7.18
2007,Kenny Irons,Auburn,RB,70.63,203,,4.5,11,29.5,111,4.17,7.18
2007,Brandon Jackson,Nebraska,RB,69.88,210,,4.56,21,37,122,4.14,7
2007,DeAndre Jackson,Iowa State,CB,71.38,193,,,14,,,,
2007,Keith Jackson,Arkansas,DT,72.25,305,,5.07,33,30,,4.56,7.65
2007,Tanard Jackson,Syracuse,FS,72,200,,4.53,12,32.5,121,4.28,6.89
2007,Xzavie Jackson,Missouri,DE,74.75,278,,5.01,18,33,110,,
2007,Drisan James,Boise State,WR,72,193,,4.58,14,39,129,4.39,7.09
2007,Dwayne Jarrett,Southern California,WR,76,219,,,,,,,
2007,Antonio Johnson,Mississippi State,DT,75,310,,5.19,28,29,108,4.49,7.47
2007,Calvin Johnson,Georgia Tech,WR,77,239,,4.38,,,,,
2007,Charles Johnson,Georgia,DE,74.25,270,,4.85,33,34,118,,7.5
2007,Chase Johnson,Wyoming,OT,80.5,330,,5.46,,27,91,4.7,8.15
2007,Michael Johnson,Arizona,SS,74.63,205,,4.66,15,33,114,4.32,7.04
2007,Rory Johnson,Mississippi,OLB,72.13,232,,4.6,19,38,116,4.07,
2007,David Jones,Wingate,CB,71.88,195,,,,,,,
2007,Edgar Jones,Southeast Missouri State,DE,75.13,263,,,,,,,
2007,Jacoby Jones,Lane College (TN),WR,74.63,210,,4.55,,34,129,4.31,7.03
2007,James Jones,San Jose State,WR,72.75,207,,4.58,22,34,119,4.2,7.06
2007,Mike Jones,Iowa,OG,77,309,,5.46,28,25.5,98,4.88,7.8
2007,Onrea Jones,Hampton (VA),WR,71.13,202,,4.6,,39,121,4.28,7.05
2007,Ryan Kalil,Southern California,C,74.75,299,,4.98,34,26,104,4.34,7.5
2007,Jordan Kent,Oregon,WR,76.13,217,,,,,,,
2007,Adam Koets,Oregon State,OT,77.13,298,,5.09,20,32,106,4.47,7.44
2007,Kevin Kolb,Houston,QB,75.13,218,,4.89,,32.5,112,4.44,6.94
2007,Toby Korrodi,Central Missouri,QB,75.5,234,12,5.37,,25,91,4.64,7.77
2007,Derek Landri,Notre Dame,DT,74.5,288,,,24,,,,
2007,LaRon Landry,Louisiana State,FS,72.5,213,,4.38,,37.5,123,,
2007,Zach Latimer,Oklahoma,ILB,73.75,237,,4.81,19,34,109,4.45,7.27
2007,Chris Leak,Florida,QB,71.88,209,,4.77,,32.5,113,4.41,7.03
2007,Brian Leonard,Rutgers,RB,73.5,226,,4.54,28,34.5,122,4.22,6.88
2007,Reggie Lewis,Florida,CB,70,204,,4.57,14,34,119,,7.13
2007,Trey Lewis,Washburn (KS),DT,74.88,318,,,,,,,
2007,Oscar Lua,Southern California,ILB,72.75,236,,,,,,,
2007,Enoka Lucas,Oregon,C,74.63,303,,5.55,34,27.5,104,4.84,8.1
2007,Marshawn Lynch,California,RB,71.13,215,,4.48,20,35.5,125,4.55,7.05
2007,Palauni Ma Sun,Oregon,OG,77.13,319,,5.89,22,24.5,91,5.01,8.7
2007,James Marten,Boston College,OT,79.5,309,,5.09,,30.5,100,4.54,7.68
2007,Mike Mason,Tennessee State,WR,71.63,190,,4.45,,39.5,129,4.08,6.94
2007,Ryan McBean,Oklahoma State,DT,76.38,286,,5.05,27,28,108,4.46,7.79
2007,Trumaine McBride,Mississippi,CB,69.13,185,,4.6,14,34.5,122,4.32,6.96
2007,Turk McBride,Tennessee,DT,74.38,277,,4.85,27,31,108,4.12,7.1
2007,Marcus McCauley,Frenso State (CA),CB,72.75,203,,4.4,17,36,129,4.17,6.61
2007,Le'Ron McClain,Alabama,FB,72.13,256,,4.9,14,29.5,113,4.47,7.14
2007,Marquay McDaniel,Hampton (VA),WR,70.5,205,,4.58,19,33.5,114,4.35,7.13
2007,Brandon McDonald,Memphis,CB,70.88,181,,4.61,17,33,118,4.76,7.44
2007,Ray McDonald,Florida,DE,75.38,276,,,,,,,
2007,Ronnie McGill,North Carolina,RB,70.88,213,,,22,,,,
2007,Rhema McKnight,Notre Dame,WR,73.25,211,,,,34,118,4.16,6.84
2007,Robert Meachem,Tennessee,WR,74,214,,4.4,,37.5,121,4.31,6.97
2007,Brandon Mebane,California,DT,73.13,309,,5.18,24,24,106,4.65,7.94
2007,Justin Medlock,UCLA,K,71.63,201,,,,,,,
2007,Brandon Meriweather,Miami (FL),FS,70.63,195,,4.5,11,35,111,4.33,7.06
2007,Zach Miller,Arizona State,TE,76.38,256,,4.89,,34,115,4.42,7.01
2007,Martrez Milner,Georgia,TE,75.88,252,,4.83,19,34,117,4.49,7.35
2007,Marvin Mitchell,Tennessee,ILB,75,249,,4.94,22,32,108,4.25,7.29
2007,Jay Moore,Nebraska,DE,76.75,274,,4.96,26,34,118,4.35,7.19
2007,Ryan Moore,Miami (FL),WR,74.25,217,,4.56,,32,110,4.35,6.87
2007,Drew Mormino,Central Michigan,C,75.25,299,,5.33,27,28,105,4.53,7.48
2007,Quentin Moses,Georgia,DE,77.25,261,,4.84,17,32,115,4.53,7.38
2007,Jarvis Moss,Florida,DE,78.5,250,,4.78,16,30.5,120,,
2007,Tyrone Moss,Miami (FL),RB,69.13,231,,4.8,16,31,107,4.56,
2007,Dan Mozes,West Virginia,C,74.63,293,,5.4,28,25.5,101,4.84,7.98
2007,Legedu Naanee,Boise State,WR,74.25,225,,4.44,19,40,119,,
2007,Chinedum Ndukwe,Notre Dame,FS,73.75,206,,4.5,15,37.5,,,
2007,J.D. Nelson,Oregon,FS,71.38,207,,4.86,,32.5,111,4.53,7.29
2007,Reggie Nelson,Florida,FS,71.38,198,,4.51,,34.5,,,
2007,Joe Newton,Oregon State,TE,79.13,257,,4.91,20,31,109,4.57,7.35
2007,Syvelle Newton,South Carolina,WR,72.75,218,,4.67,20,,,,
2007,Stephen Nicholas,South Florida,OLB,73.38,232,,4.64,29,33.5,110,4.45,7.29
2007,Chad Nkang,Elon (NC),SS,71.5,220,,4.55,23,36.5,118,4.34,7.1
2007,Uche Nwaneri,Purdue,OG,75.13,325,,5.42,24,,,,
2007,Amobi Okoye,Louisville,DT,74,302,,5.07,29,30,111,,7.46
2007,Michael Okwo,Stanford,ILB,71.38,232,,4.73,20,35.5,121,4.43,7.12
2007,Sam Olajubutu,Arkansas,OLB,68.75,227,,4.79,24,34.5,118,4.34,7.33
2007,Clint Oldenburg,Colorado State,OT,77.13,300,,,,,,,
2007,Greg Olsen,Miami (FL),TE,77.88,254,,4.53,23,35.5,114,4.48,7.04
2007,Oren ONeal,Arkansas State,FB,71.63,248,,,,,,,
2007,Mike Otto,Purdue,OT,77.5,308,,5.24,20,26.5,105,4.67,7.62
2007,Brandon Pace,Virginia Tech,K,70.25,193,,,,,,,
2007,Tyler Palko,Pittsburgh,QB,73.38,215,18,4.88,,31.5,112,4.36,7.05
2007,Jonathan Palmer,Auburn,OT,76.13,326,,,,,,,
2007,Jordan Palmer,Texas-El Paso,QB,77.63,231,23,4.99,,30.5,104,4.58,7.32
2007,Marcus Paschal,Iowa,FS,72.25,201,,4.67,15,33,,4.72,7.31
2007,Ben Patrick,Delaware,TE,75.13,252,,4.74,,34.5,111,4.31,7.21
2007,David Patterson,Ohio State,DT,74.13,285,,5.12,21,32.5,118,4.43,7.47
2007,Kevin Payne,Louisiana-Monroe,FS,72.25,220,,4.63,20,35,106,4.3,7
2007,Leonard Peters,Hawaii,FS,73.13,210,,4.81,21,32.5,110,,7.49
2007,Adrian Peterson,Oklahoma,RB,73.5,217,16,4.41,,38.5,127,4.4,7.09
2007,Greg Peterson,North Carolina Central,DE,76.88,286,,,,,,,
2007,Blair Phillips,Oregon,ILB,73.13,243,,4.89,23,30.5,106,4.48,7.01
2007,James Pinkney,East Carolina (NC),QB,74.5,208,,4.81,,34,112,4.49,7.35
2007,Sabby Piscitelli,Oregon State,SS,74.75,224,,4.5,19,34.5,122,3.9,6.84
2007,Quinn Pitcock,Ohio State,DT,74.5,299,,4.95,,34,112,,
2007,Antonio Pittman,Ohio State,RB,70.75,207,,4.42,16,35.5,123,4.16,6.84
2007,Geoff Pope,Howard (DC),CB,71.63,186,,,,,,,
2007,Paul Posluszny,Penn State,OLB,73.63,238,,4.71,22,37,116,4.2,6.94
2007,Anthony Pudewell,Nevada,TE,76,250,,5.07,15,25.5,101,4.41,7.31
2007,Melila Purcell,Michigan State,DE,76.75,289,,,,,,,
2007,Brady Quinn,Notre Dame,QB,75.75,232,29,4.73,24,,,,
2007,Jerard Rabb,Boise State,WR,74.38,201,,4.6,,36.5,125,4.19,6.99
2007,Manuel Ramirez,Texas Tech,OG,75,326,,5.24,40,,,,
2007,Darrelle Revis,Pittsburgh,CB,71.5,204,,,16,,,,
2007,Sidney Rice,South Carolina,WR,75.5,200,,4.53,,39.5,119,4.34,7.09
2007,Jay Richardson,Ohio State,DE,77.63,279,,5.06,20,33,112,4.54,7.5
2007,Mike Richardson,Notre Dame,CB,70.38,188,,,,,,,
2007,Gijon Robinson,Missouri Western,FB,72.75,255,,4.76,21,33,116,4.43,7.23
2007,Laurent Robinson,Illinois State,WR,74,199,,4.44,19,39,127,4.28,6.83
2007,Ramzee Robinson,Alabama,CB,69.13,188,,,,,,,
2007,Ryne Robinson,Miami (OH),WR,69.13,179,,4.5,,35,123,4.21,6.71
2007,Brian Robison,Texas,DE,75.13,259,,4.72,27,40.5,121,4.26,6.89
2007,Justin Rogers,Southern Methodist (TX),DE,75.13,252,,,,,,,
2007,Dante Rosario,Oregon,TE,75.25,244,,4.8,20,36,115,4.47,6.96
2007,Aaron Ross,Texas,CB,72.5,193,,4.46,17,34,118,4.15,6.67
2007,Aaron Rouse,Virginia Tech,SS,76,223,,4.6,16,35,,,
2007,Jeff Rowe,Nevada,QB,77.25,226,21,4.91,,29.5,114,4.42,6.72
2007,Gary Russell,Minnesota,RB,70.38,229,,4.84,9,31.5,113,4.54,
2007,JaMarcus Russell,Louisiana State,QB,77.5,265,24,4.83,,,,,
2007,Clifton Ryan,Michigan State,DT,74.75,310,,5.11,25,26.5,102,4.69,7.49
2007,Dan Santucci,Notre Dame,OG,75.5,301,,5.16,23,29,102,4.74,7.47
2007,Dallas Sartz,Southern California,OLB,76.88,235,,4.73,20,33.5,111,4.13,6.85
2007,Samson Satele,Hawaii,C,74.63,300,,5.26,25,33,101,4.29,7.47
2007,Nic Schmitt,Virginia Tech,P,73.88,252,,,,,,,
2007,Derek Schouman,Boise State,FB,74.25,247,,4.77,27,37.5,122,4.27,7
2007,Kenny Scott,Georgia Tech,CB,72.88,179,,4.4,10,40,127,,
2007,Arron Sears,Tennessee,OG,75.25,319,,,21,,,,
2007,Ken Shackleford,Georgia,OT,76.88,322,,5.3,28,24.5,102,5.05,8.35
2007,Andrew Shanle,Nebraska,FS,72.75,212,,,,,,,
2007,Brandon Sharp,Louisville,FS,70,194,,4.62,18,37.5,,,
2007,Tim Shaw,Penn State,OLB,73.5,236,,4.54,26,36.5,116,4.12,7.01
2007,Brandon Siler,Florida,ILB,73.75,241,,4.64,,30.5,109,,7.34
2007,Juwan Simpson,Alabama,OLB,74.38,225,,4.57,15,34.5,123,4.42,7.22
2007,Bo Smith,Weber State (UT),CB,70.25,193,,4.48,14,33.5,,,
2007,Bret Smith,Tennessee,WR,74.13,173,,,,,,,
2007,Jeff Smith,Georgetown (KY),QB,77.13,237,,,,,,,
2007,Kelvin Smith,Syracuse,ILB,74,240,,4.82,26,32,110,4.42,7.19
2007,Kolby Smith,Louisville,RB,71.25,220,,4.52,18,38,114,4.34,7.22
2007,Ryan Smith,Florida,CB,70.25,174,,4.54,11,,122,4.09,6.88
2007,Steve Smith,Southern California,WR,71.75,197,,4.45,,38,120,4.19,6.68
2007,Jason Snelling,Virginia,FB,71.13,230,,4.81,,30,111,4.37,7.06
2007,Paul Soliai,Utah,DT,76,344,,5.12,,29.5,103,4.69,7.66
2007,Anthony Spencer,Purdue,DE,74.88,261,,4.73,30,32.5,112,4.43,7.14
2007,Joe Staley,Central Michigan,OT,77.88,306,,4.78,27,,,,
2007,Isaiah Stanback,Washington,QB,74.38,216,,,22,,,,
2007,Derek Stanley,Wisconsin-Whitewater,WR,69.75,175,,,,,,,
2007,Drew Stanton,Michigan State,QB,75.25,226,35,4.77,,30.5,108,4.41,6.77
2007,Cameron Stephenson,Rutgers,OG,75.25,306,,5.44,34,28.5,101,4.81,7.72
2007,Scott Stephenson,Iowa State,C,75.25,297,,5.23,21,29.5,99,4.57,7.62
2007,Syndric Steptoe,Arizona,WR,68.63,194,,4.61,17,33,,,
2007,John Stocco,Wisconsin,QB,73.63,207,,5.1,,27,104,4.6,7.29
2007,Daren Stone,Maine,SS,75.25,218,,4.6,13,39,132,4.44,7.13
2007,Chansi Stuckey,Clemson,WR,70.63,197,,4.58,,35,120,4.14,6.91
2007,Kasey Studdard,Texas,OG,74.5,303,,5.22,32,,,,
2007,Jayson Swain,Tennessee,WR,72.38,212,,4.64,,33,,,
2007,Josh Swogger,Montana,QB,76.5,237,,5.14,,28.5,107,4.76,7.25
2007,Courtney Taylor,Auburn,WR,73.75,204,,4.52,,36,122,4.28,7.22
2007,Herb Taylor,Texas Christian,OT,75.88,296,,5.22,26,27,100,4.64,7.78
2007,Ramonce Taylor,Texas College,RB,70.13,195,,4.5,,34,125,4.23,6.98
2007,Tony Taylor,Georgia,OLB,72.5,236,,4.95,26,32,108,4.36,7.17
2007,Zac Taylor,Nebraska,QB,74.38,216,,5.08,,30.5,110,4.6,7.39
2007,Tyler Thigpen,Coastal Carolina (SC),QB,73.88,223,,,,,,,
2007,Joe Thomas,Wisconsin,OT,78.63,311,,4.94,28,33,110,4.88,7.95
2007,Marcus Thomas,Florida,DT,74.75,314,,5.18,27,,,,
2007,Lawrence Timmons,Florida State,OLB,72.88,234,,4.67,25,35,123,4.32,6.89
2007,Matt Toeaina,Oregon,DT,74,307,,5.1,26,,,,
2007,Matt Trannon,Michigan State,WR,78,216,,4.59,13,36.5,118,4.34,7.09
2007,Tank Tyler,North Carolina State,DT,74.25,306,,5.32,42,28.5,,,
2007,Tony Ugoh,Arkansas,OT,77.25,301,,5.08,32,32.5,117,,
2007,Dane Uperesa,Hawaii,OT,76.38,309,,5.28,,,,,
2007,Chad Upshaw,Buffalo,TE,76.38,252,,4.92,16,33.5,108,4.58,7.23
2007,Elliot Vallejo,UC-Davis,OT,79,327,,5.42,24,26,94,5.14,7.95
2007,Steve Vallos,Wake Forest,OT,74.88,305,,,,,,,
2007,Jonathan Wade,Tennessee,CB,70,195,,4.4,,40.5,126,4.4,7.07
2007,Darius Walker,Notre Dame,RB,70,206,,4.56,19,40.5,123,4.39,7.18
2007,Mike Walker,Central Florida,WR,73.8,209,,4.4,18,36.5,121,4.39,6.92
2007,D.J. Ware,Illinois,RB,72,225,,,21,,,,
2007,Justin Warren,Texas A&M,ILB,74.63,245,,4.92,16,29.5,115,,
2007,Anthony Waters,Clemson,ILB,74.63,245,,4.59,25,,,,
2007,Eric Weddle,Utah,SS,71.25,203,,4.5,11,33.5,113,4.12,6.78
2007,John Wendling,Wyoming,FS,73.25,222,,4.5,22,38.5,129,4.16,6.96
2007,Marvin White,Texas Christian,FS,73.25,199,,4.56,17,33.5,,,
