Year,Name,College,POS,Height (in),Weight (lbs),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone
2005,Brandon Browner,Oregon State,CB,75.5,221,,4.67,13,36.5,120,4.24,7.2
2005,Anthony Bryant,Alabama,DT,75,337,,5.1,23,31.5,106,4.68,7.8
2005,Doug Buckles,Mississippi,OG,77.25,311,,5.52,18,23.5,88,4.8,8.17
2005,Dan Buenning,Wisconsin,OG,75.88,320,,5.35,29,28,106,4.59,7.9
2005,Josh Bullocks,Nebraska,FS,72,209,,4.49,,37.5,116,4.08,7.09
2005,Tim Bulman,Boston College,DT,75.5,294,,4.94,35,32.5,115,4.2,7.23
2005,Kevin Burnett,Tennessee,OLB,74.88,239,,4.61,20,36,119,,
2005,Vincent Burns,Kentucky,DE,72.38,267,,4.9,25,35,119,4.41,7.24
2005,Larry Burt,Miami (OH),DT,74,304,,5.41,22,28,98,4.72,8.03
2005,James Butler,Georgia Tech,FS,73.88,213,,4.58,16,40.5,127,3.98,7.1
2005,Jason Campbell,Auburn,QB,76.75,230,28,4.72,,,,,7.42
2005,Chris Canty,Virginia,DE,79.25,279,,,,,,,
2005,Jerome Carter,Florida State,SS,71.38,220,,4.49,21,35,116,4.04,7.18
2005,Vince Carter,Oklahoma,C,74.63,293,,,,,,,
2005,Luis Castillo,Northwestern,DT,75.38,303,,4.82,32,34.5,110,,
2005,Timmy Chang,Hawaii,QB,73,211,26,5.1,,29,103,4.2,7.24
2005,Maurice Clarett,Ohio State,RB,71.63,234,,4.84,22,34,113,,
2005,Ryan Claridge,Nevada Las Vegas,OLB,74,254,,,,,,,
2005,Mark Clayton,Oklahoma,WR,70.38,193,,4.43,,36.5,117,4.07,6.95
2005,Jonathan Clinkscale,Wisconsin,OG,74.25,315,,5.52,,27.5,93,,
2005,DeAndra Cobb,Michigan State,RB,69.75,196,,4.53,17,34,118,4.25,7.13
2005,Dan Cody,Oklahoma,DE,77.5,254,,,,,,,
2005,Shaun Cody,Southern California,DT,76,293,,4.95,34,,,,
2005,Trent Cole,Cincinnati,OLB,74.25,236,,,,,,,
2005,Eric Coleman,Clemson,DT,76.88,288,,5.15,27,33,118,4.71,7.42
2005,Jerome Collins,Notre Dame,TE,76.25,267,,4.73,21,,114,,
2005,Nick Collins,Bethune-Cookman (FL),CB,71.13,206,,4.42,11,40,113,4.16,6.94
2005,Chris Colmer,North Carolina State,OT,77.25,310,,,,,,,
2005,Jon Colon,Florida,OT,79.25,317,,5.64,,25.5,82,4.89,8.03
2005,Dustin Colquitt,Tennessee,P,74.38,211,,,,,,,
2005,Dan Connolly,Southeast Missouri State,OT,75.63,311,,5.26,22,28.5,102,4.54,7.65
2005,Sean Considine,Iowa,FS,72.13,212,,4.53,19,37,116,3.92,7.09
2005,Atcheson Conway,Bowie State (MD),SS,70.4,219,,4.95,14,32,108,4.1,7.38
2005,Roger Cooper,Montana State,OLB,74.38,239,,4.75,19,35.5,118,4.33,7.28
2005,Junius Coston,North Carolina A&T,C,75.38,310,,5.34,21,29.5,101,4.56,7.93
2005,Jonas Crafts,Texas-El Paso,TE,74.88,247,,4.89,24,,,,
2005,Vince Crochunis,Pittsburgh,DT,75.38,295,,,,,,,
2005,Garrett Cross,California,TE,76.38,245,,,,,,,
2005,Channing Crowder,Florida,ILB,74.25,252,,,,,,,
2005,Airese Currie,Clemson,WR,70.5,186,,4.52,,38,125,4.07,7.05
2005,Markus Curry,Michigan,CB,70.88,181,,4.62,12,35,113,3.89,7.04
2005,Tony Curtis,Portland State (OR),TE,77.38,269,,4.97,21,,115,,
2005,Harvey Dahl,Nevada,OT,78.13,299,,5.42,17,27,99,4.58,8.16
2005,Travis Daniels,Louisiana State,CB,72.63,194,,4.59,,35,117,3.97,6.95
2005,Anthony Davis,Wisconsin,RB,66.63,200,,4.53,18,38,119,,7.39
2005,Chauncey Davis,Florida State,DE,73.88,273,,4.84,22,37,117,4.44,7.66
2005,Jim Davis,Virginia Tech,DE,75.5,277,,5.05,,34,108,4.23,7.11
2005,Josh Davis,Marshall (WV),WR,72.38,191,,4.55,,37.5,118,4.22,7.19
2005,Thomas Davis,Georgia,FS,73,230,,4.64,,36.5,115,3.97,7.09
2005,John Denney,Brigham Young,DE,77.5,265,,,,,,,
2005,Arrion Dixon,Arkansas,DT,75.63,293,,,,,,,
2005,Ben Dougherty,Florida A&M,QB,74.13,222,,4.84,,33,108,4.34,7.41
2005,Joel Dreessen,Colorado State,TE,76.25,260,,4.77,22,36,111,4.01,7.09
2005,Adell Duckett,Texas Tech,DE,75.38,270,,4.96,14,34.5,104,4.35,7.75
2005,Kevin Dudley,Michigan,FB,72.5,238,,4.96,19,30,109,4.56,7.25
2005,Clifford Dukes,Michigan State,DE,75.5,268,,4.98,28,31.5,,,
2005,Jon Dunn,Virginia Tech,OT,79.25,328,,5.44,,,,,
2005,Braylon Edwards,Michigan,WR,74.88,211,,4.45,22,,,,
2005,Abraham Elimimian,Hawaii,CB,69.63,190,,4.68,14,39,118,4.05,
2005,Atiyyah Ellison,Missouri,DT,76.25,305,,5.1,25,27.5,99,4.79,8
2005,Ben Emanuel,UCLA,FS,74.75,212,,4.57,21,,,,
2005,Jamar Enzor,Cincinnati,OLB,72.5,243,,4.83,21,,,,
2005,Trai Essex,Northwestern,OT,76.5,324,,5.63,,29,91,4.92,8.11
2005,Patrick Estes,Virginia,TE,78.38,268,,,,,,,
2005,Kevin Everett,Miami (FL),TE,76.63,241,,,,,,,
2005,Liam Ezekiel,Northeastern (MA),ILB,72.13,249,,4.83,36,34.5,117,4.12,7.27
2005,Cole Farden,Oklahoma State,P,70.5,205,,,,,,,
2005,Ciatrick Fason,Florida,RB,72.75,207,,,,,,,
2005,Diamond Ferri,Syracuse,SS,70.13,223,,4.64,20,35.5,111,4.14,7.15
2005,Tony Ficklin,San Jose State,DE,73.88,268,,,,,,,
2005,Ronald Fields,Mississippi State,DT,74.38,313,,5.16,,27,100,4.68,8.01
2005,Alfred Fincher,Connecticut,ILB,73.38,238,,4.68,25,31.5,112,4.48,7.7
2005,Adam Finley,Michigan,P,75.63,221,,,,,,,
2005,Ryan Fitzpatrick,Harvard,QB,74.38,232,48,4.87,,30.5,103,4.07,7.09
2005,Therrian Fontenot,Frenso State (CA),CB,70.88,187,,,,,,,
2005,Dustin Fox,Ohio State,FS,70.88,191,,4.43,7,43.5,,,
2005,Domonique Foxworth,Maryland,CB,71.13,184,,4.39,14,41,125,3.89,6.78
2005,Aaron Francisco,Brigham Young,FS,73.88,211,,4.76,17,35,110,4.07,6.96
2005,Simon Fraser,Ohio State,DE,77.63,288,,5.05,23,28,102,4.43,7.54
2005,Andre Frazier,Cincinnati,DE,76.63,234,,4.72,19,38,123,4.12,7.09
2005,Charles Frederick,Washington,WR,70.75,194,,4.78,,33,108,4.25,7.41
2005,Charlie Frye,Akron,QB,75.88,225,38,4.85,,33,109,4.08,6.94
2005,Vincent Fuller,Virginia Tech,FS,73.13,189,,,,,,,
2005,Dylan Gandy,Texas Tech,OG,75,304,,5.18,,29.5,100,4.51,7.62
2005,Lionel Gates,Louisville,RB,71.63,222,,4.72,23,36,118,4.1,7.17
2005,George Gause,South Carolina,DE,76.88,275,,,,,,,
2005,Justin Geisinger,Vanderbilt,OT,75.75,322,,5.38,34,25,92,4.62,7.87
2005,Eric Ghiaciuc,Central Michigan,C,76,302,,5.14,30,32,102,4.56,7.87
2005,Fred Gibson,Georgia,WR,76,196,,4.57,,38.5,126,4.1,7.03
2005,Howard Gilmore,Norfolk State (VA),WR,72,194,,4.74,,36,113,4.44,7.56
2005,Matt Giordano,California,FS,70.75,199,,,,,,,
2005,Johnathan Goddard,Marshall (WV),OLB,72.25,238,,4.7,27,35,107,4.14,7.48
2005,Michael Goolsby,Notre Dame,ILB,75,249,,5,,29.5,112,4.36,7.31
2005,Frank Gore,Miami (FL),RB,69.38,217,,,,,,,
2005,Ryan Grant,Notre Dame,RB,73.13,215,,4.5,17,33.5,115,4.12,7.08
2005,Eric Green,Virginia Tech,CB,71.38,198,,4.56,,38,120,3.9,
2005,Justin Green,Montana,FB,71.38,251,,4.91,23,31,106,4.21,7.24
2005,David Greene,Georgia,QB,75.5,226,21,4.8,,31.5,113,4.1,7
2005,Kelly Griffeth,Fort Hays State (KS),TE,77.25,284,,4.93,21,28,101,4.27,7.25
2005,Boomer Grigsby,Illinois State,ILB,71.75,249,,4.6,32,35.5,112,,7.1
2005,Matt Grootegoed,Southern California,SS,70.75,218,,4.68,22,31.5,107,4.26,7.17
2005,Gino Guidugli,Cincinnati,QB,75.75,229,30,5.04,,29,97,4.52,7.41
2005,Tyjuan Hagler,Cincinnati,OLB,71.6,236,,4.61,35,35.5,114,4.07,7.21
2005,Josh Haldi,Northern Illinois,QB,74,215,30,4.68,,33,113,4.07,6.89
2005,Geoff Hangartner,Texas A&M,C,77,301,,5.25,26,28.5,100,4.52,7.62
2005,Jason Harmon,Michigan State,FS,71.5,209,,4.74,23,37,117,4.1,7.61
2005,Reggie Harrell,Texas Christian,WR,74.75,214,,4.61,,35,111,4.11,7.42
2005,Jermaine Harris,South Carolina,FS,75.25,208,,,,,,,
2005,Kay-Jay Harris,West Virginia,RB,72.38,241,,4.6,,38,119,4.1,7.2
2005,Marques Harris,Southern Utah,OLB,73,231,,4.76,22,40.5,117,4.07,7.19
2005,Arnold Harrison,Georgia,OLB,74.75,236,,,,,,,
2005,Michael Hawkins,Oklahoma,FS,73.25,178,,,,,,,
2005,Anttaj Hawthorne,Wisconsin,DT,75.38,321,,5.25,21,27,98,4.69,8
2005,Kelvin Hayden,Illinois,CB,70.38,197,,4.52,17,34,111,3.9,6.87
2005,Jovan Haye,Vanderbilt,DE,74,284,,4.77,33,34,110,4.35,7.38
2005,Alex Haynes,Central Florida,RB,69.88,223,,4.54,21,32.5,,,
2005,Madison Hedgecock,North Carolina,FB,75,266,,4.92,29,32.5,106,4.24,7.41
2005,Chris Henry,West Virginia,WR,76,197,,4.5,,,,,
2005,Todd Herremans,Saginaw Valley State (MI),OT,77.75,321,,,,,,,
2005,Noah Herron,Northwestern,RB,71,224,,4.67,17,31,107,3.97,6.95
2005,Efrem Hill,Samford (AL),WR,72.5,179,,4.64,,37.5,123,4.07,7.42
2005,Leroy Hill,Clemson,ILB,73,229,,4.7,25,34,116,4.1,7.23
2005,Reynaldo Hill,Florida,CB,71,187,,,,,,,
2005,Ellis Hobbs,Iowa State,CB,69,192,,4.49,12,42,121,4.07,6.8
2005,Drew Hodgdon,Arizona State,C,74.75,309,,5.31,,32,108,4.45,7.49
2005,Alphonso Hodge,Miami (OH),CB,70.75,203,,4.47,20,34,,3.99,
2005,Reggie Hodges,Ball State (IN),P,72.38,226,,,,,,,
2005,Terry Holley,Rice (TX),SS,73.25,211,,4.68,24,37,115,,
2005,Daven Holly,Cincinnati,CB,70.38,192,,4.44,15,39,113,4.08,7.16
2005,Alex Holmes,Southern California,TE,73.75,265,,4.92,18,,,,
2005,Cedric Houston,Tennessee,RB,70.75,225,,,,,,,
2005,Jeb Huckeba,Arkansas,DE,76.38,252,,,,,,,
2005,Ray Hudson,Alabama,RB,69.75,192,,4.5,15,,,,
2005,Rob Hunt,North Dakota State,C,75.75,301,,5.02,31,34.5,107,4.48,7.53
2005,Kevin Huntley,Kansas State,DE,78.75,267,,,,,,,
2005,Richie Incognito,Nebraska,C,75.25,305,,4.92,29,,,,
2005,Marlin Jackson,Michigan,CB,72.63,198,,4.52,23,36,125,3.96,6.95
2005,Tony Jackson,Iowa,TE,74,266,,4.76,23,33,112,4.48,7.5
2005,Vincent Jackson,Northern Colorado,WR,76.75,241,,4.5,,39,,,
2005,Brandon Jacobs,Southern Illinois,RB,76.25,267,,4.56,19,37,118,4.46,7.53
2005,Erasmus James,Wisconsin,DE,76.13,266,,4.86,,37.5,120,4.37,7.56
2005,Jason Jefferson,Wisconsin,DT,73.63,310,,5.1,,28.5,102,4.48,7.8
2005,Cedric Johnson,Clemson,OG,74.63,332,,,,,,,
2005,Chase Johnson,Texas Christian,OT,80.5,330,,5.45,,27,91,4.7,8.15
2005,Derrick Johnson,Texas,OLB,75.25,242,,4.54,,37.5,120,3.87,7.2
2005,Marcus Johnson,Mississippi,OG,78.5,321,,5.56,21,27.5,97,4.71,7.71
2005,Travis Johnson,Florida State,DT,75.63,305,,,,,,,
2005,Adam Jones,West Virginia,CB,69.5,187,,,,,,,
2005,Brandon Jones,Oklahoma,WR,73.38,210,,4.47,,37,114,4.08,7.03
2005,Matt Jones,Arkansas,TE,78.3,242,,4.38,20,39.5,123,4.2,
2005,Tyler Jones,Boise State,K,72.75,201,,,,,,,
2005,Keith Joseph,Texas A&M,FB,73.88,254,,4.73,27,33,113,4.2,7.43
2005,Nick Kaczur,Toledo,OT,76.5,319,,5.3,,31.5,,,
2005,Dave Kashetta,Boston College,TE,75.38,247,,4.9,17,35.5,113,4.34,7.34
2005,Chris Kemoeatu,Utah,OG,75.5,344,,5.36,26,29,97,4.54,7.75
2005,Adam Kieft,Central Michigan,OT,79.25,337,,5.52,28,33,110,4.77,7.8
2005,James Kilian,Tulsa (OK),QB,75.25,218,,,,,,,
2005,Eric King,Wake Forest,CB,68.5,189,,4.49,12,,,,
2005,Tyler King,Connecticut,DE,77.5,271,,4.89,20,36,115,4.34,7.57
2005,Marcus Lawrence,South Carolina,ILB,74.13,243,,4.65,19,34,120,4.32,7.16
2005,Stefan LeFors,Louisville,QB,72.13,208,35,4.61,,31,111,4.09,7.03
2005,Jim Leonhard,Wisconsin,FS,68.38,191,,4.63,19,,,,
2005,Samuel Lightbody,Washington State,OT,81,321,,5.67,,30,108,4.41,7.95
2005,Dustin Long,Sam Houston State (TX),QB,74.5,208,,4.69,,30.5,108,4.08,6.77
2005,Khari Long,Baylor,DE,75.63,257,,4.76,27,38.5,121,4.07,7.22
2005,Daniel Loper,Texas Tech,OT,78,306,,5.35,14,31,98,4.68,7.74
2005,Chase Lyman,California,WR,74.63,217,,4.51,16,,,,
2005,Andre Maddox,North Carolina State,SS,72.63,205,,4.51,17,36.5,127,,7.33
2005,Tony Madison,Hampton (VA),WR,73.5,214,,4.52,,39,121,4.31,7.14
2005,Alfred Malone,Troy (AL),DT,76,305,,,,,,,
2005,Logan Mankins,Frenso State (CA),OG,76.13,307,,5.14,21,30,95,4.44,7.52
2005,Tommy Manus,Morgan State (MD),WR,75.88,222,,4.61,,38,120,4.34,7.2
2005,Evan Mathis,Alabama,OG,77.25,304,,4.96,35,34,117,4.16,7.37
2005,Jerome Mathis,Hampton (VA),WR,71.25,181,,4.26,,35.5,123,,
2005,Will Matthews,Texas,FB,73,248,,,,,,,
2005,Marcus Maxwell,Oregon,WR,75.25,204,,,,,,,
2005,Leron McCoy,Indiana (PA),WR,73.5,211,,4.41,,37,119,4.21,7.19
2005,Matt McCoy,San Diego State,OLB,72.25,245,,,,,,,
2005,Robert McCune,Louisville,ILB,72,245,,4.51,34,,,,
2005,Bryant McFadden,Florida State,CB,71.75,193,,4.53,23,38.5,126,4.04,
2005,Lynn McGruder,Oklahoma,DT,73.38,307,,5.01,28,35.5,112,4.42,7.71
2005,Chris McKenzie,Arizona State,CB,68.5,185,,4.37,6,45,133,4.32,6.9
2005,T.A. McLendon,North Carolina State,RB,70.25,235,,4.74,27,35,115,4.19,7.34
2005,Pete McMahon,Iowa,OT,79.63,329,,5.45,26,25.5,90,4.8,7.97
2005,David McMillan,Kansas,DE,75,262,,4.58,16,34,120,4.07,7.11
2005,Adrian McPherson,Florida State,QB,75.5,218,26,4.73,22,34.5,128,4.08,6.93
2005,Albert Means,Memphis,DT,75.88,318,,5.48,26,27,96,4.87,8.21
2005,Shawne Merriman,Maryland,DE,76.38,272,,4.68,25,,,,
2005,Heath Miller,Virginia,TE,77,256,,,,,,,
2005,Justin Miller,Clemson,CB,69.8,201,,4.46,15,41.5,126,,
2005,Lance Mitchell,Oklahoma,ILB,74.13,247,,4.91,15,33.5,,4.38,7.49
2005,Ryan Moats,Louisiana Tech,RB,68.25,210,,4.49,19,36,116,4.1,7.22
2005,Mike Montgomery,Texas A&M,DE,76.88,276,,5.08,19,34.5,115,4.32,7.38
2005,Eric Moore,Florida State,DE,76.25,268,,4.85,22,29.5,105,4.5,7.62
2005,Lance Moore,Toledo,WR,69.25,177,,,,,,,
2005,Vernand Morency,Oklahoma State,RB,69.63,212,,4.51,19,33.5,108,4.12,7.02
2005,Dominique Morris,Vanderbilt,CB,71.13,197,,,,,,,
2005,Kirk Morrison,San Diego State,ILB,73,235,,4.69,25,,,4.31,
2005,C.J. Mosley,Missouri,DT,74,312,,5.08,27,27.5,100,4.65,8.21
2005,Scott Mruczkowski,Bowling Green (OH),C,76.5,321,,5.29,28,,,,
2005,Michael Munoz,Tennessee,OT,77.5,306,,,,,,,
2005,Terrence Murphy,Texas A&M,WR,72.88,202,,4.43,,,,,
2005,Chris Myers,Miami (FL),OG,76.63,300,,5.18,25,,,,
2005,Jared Newberry,Stanford,OLB,73.13,234,,,,,,,
2005,Donte Nicholson,Oklahoma,SS,73.5,212,,4.55,18,,,,
2005,Doug Nienhuis,Oregon State,OG,77.75,307,,5.18,22,28.5,95,4.47,7.5
2005,Nick Novak,Maryland,K,71.5,191,,,,,,,
2005,Mike Nugent,Ohio State,K,69.63,182,,,,,,,
2005,Craig Ochs,Montana,QB,73.75,218,,4.91,,28.5,101,4.13,7.03
2005,Frank Omiyale,Tennessee Tech,OT,76.25,310,,5.4,22,28.5,101,4.72,8.19
2005,Dan Orlovsky,Connecticut,QB,77,225,30,4.98,,29.5,105,4.39,7.33
2005,Kyle Orton,Purdue,QB,76,233,27,5.11,,26.5,,4.52,7.38
2005,Chad Owens,Hawaii,WR,67.38,183,,4.66,23,37,110,3.94,6.7
2005,Jeremy Parquet,Southern Mississippi,OT,78.75,323,,5.34,17,28.5,88,4.8,7.95
2005,Roscoe Parrish,Miami (FL),WR,69.75,168,,4.4,,,,,
2005,Martin Patterson,Texas Christian,ILB,73.5,243,,4.92,21,34,110,4.2,7.31
2005,Mike Patterson,Southern California,DT,71.63,292,,5.08,26,,,,
2005,Karl Paymah,Washington State,CB,72,204,,4.38,15,41.5,121,3.91,7.09
2005,Alvin Pearman,Virginia,RB,69.38,208,,4.65,24,34,112,4.08,7.06
2005,Erik Pears,Colorado State,OT,79.75,312,,,,,,,
2005,Antonio Perkins,Oklahoma,CB,70.75,190,,4.53,10,40,126,4.07,7.17
2005,Tab Perry,UCLA,WR,74.5,229,,4.48,,34,116,,7
2005,Rob Petitti,Pittsburgh,OT,77.88,347,,,,,,,
2005,Kenneth Pettway,Grambling State (LA),OLB,75,236,,4.73,22,32.5,114,4.31,7.29
2005,David Pollack,Georgia,DE,74.13,265,,4.81,25,37,118,3.9,6.86
2005,Jonathan Pollard,Oregon State,OLB,73,247,,4.71,21,35,116,4.07,7.41
2005,Brodney Pool,Oklahoma,FS,73,207,,,,,,,
2005,Brady Poppinga,Brigham Young,DE,75.13,259,,4.63,26,35.5,106,4.38,7.27
2005,Sione Pouha,Utah,DT,75.38,325,,5.02,32,32.5,107,4.49,7.84
2005,Duke Preston,Illinois,C,77.13,311,,5.42,21,32,96,4.45,7.57
2005,Bobby Purify,Colorado,RB,72.38,212,,4.67,15,33.5,116,4.17,7.22
2005,Bryan Randall,Virginia Tech,QB,72.25,225,19,4.72,,33,112,4.08,6.97
2005,Jay Ratliff,Auburn,DE,75.75,292,,,,,,,
2005,Jamaica Rector,Northwest Missouri State,WR,69.75,186,,4.5,17,36.5,119,4.13,6.78
2005,Lamont Reid,North Carolina State,CB,71.25,195,,4.59,15,40.5,120,4.28,7.18
2005,Walter Reyes,Syracuse,RB,70,209,,4.52,16,32,108,4.38,7.23
2005,Joe Rheem,Kansas State,K,72.25,217,,,,,,,
2005,Kerry Rhodes,Louisville,FS,74.5,209,,4.59,12,42,123,4.12,6.94
2005,Ryan Riddle,California,DE,73.75,256,,4.82,18,,,,
2005,Dante Ridgeway,Ball State (IN),WR,71.13,212,,4.6,,33,117,4.39,7.27
2005,Chris Rix,Florida State,QB,74,214,26,4.73,,33.5,113,4.53,7.53
2005,Derreck Robinson,Iowa,DT,76.25,289,,5.04,27,34.5,108,4.53,7.97
2005,Leon Robinson,Georgia Tech,OG,76,314,,5.25,22,34.5,108,4.76,8.27
2005,Courtney Roby,Indiana,WR,72.13,189,,4.41,,36.5,125,3.94,6.6
2005,Aaron Rodgers,California,QB,74,223,39,4.75,,34.5,110,,7.38
2005,Carlos Rogers,Auburn,CB,72.38,196,,4.45,15,40.5,126,3.82,6.48
2005,Antrel Rolle,Miami (FL),CB,72.13,201,,4.5,15,,,,
2005,Michael Roos,Eastern Washington,OT,78.63,320,,5.28,19,29,96,4.5,7.72
2005,Junior Rosegreen,Auburn,CB,70.88,189,,,,,,,
2005,Matt Roth,Iowa,DE,75.75,278,,4.83,26,32,110,4.36,7.65
2005,Stanford Routt,Houston,CB,73.38,193,,4.33,,36.5,127,3.9,6.63
2005,J.R. Russell,Louisville,WR,75,206,,4.58,,34.5,,,
2005,Barrett Ruud,Nebraska,ILB,74.5,241,,4.76,25,34.5,108,3.94,7.22
2005,James Sanders,Frenso State (CA),SS,70.75,214,,,,,,,
2005,Steve Savoy,Utah,WR,70.88,192,,4.66,,,,,
2005,Bo Scaife,Texas,TE,74.63,249,,4.79,24,32.5,110,4.12,7.21
2005,Gerald Sensabaugh,North Carolina,FS,72.5,214,,4.48,17,46,113,,
2005,Adam Seward,Nevada Las Vegas,ILB,74.25,248,,4.61,33,36.5,120,4.11,7.16
2005,Ernest Shazor,Michigan,SS,75.63,228,,,,,,,
2005,Dan Sheldon,Northern Illinois,WR,68.88,179,,4.46,,,,,
2005,Eric Shelton,Louisville,RB,73.5,246,,4.57,,38.5,122,4.08,7.46
2005,Darrell Shropshire,South Carolina,DT,74.25,301,,4.9,25,34,114,4.31,7.54
2005,Wes Sims,Oklahoma,OT,77,318,,5.42,26,28,104,4.43,7.68
2005,Alex Smith,Stanford,TE,76.13,258,,4.75,28,,,,
2005,Alex Smith,Utah,QB,76.13,217,40,4.78,,32,113,3.96,6.82
2005,Tyson Smith,Iowa State,OLB,74,240,,,,,,,
2005,Adam Snyder,Oregon,OG,77.38,316,,5.38,21,28.5,93,4.83,7.83
2005,Marcus Spears,Louisiana State,DE,76,307,,5.03,15,,,,
2005,Nick Speegle,New Mexico,OLB,77.13,242,,,,,,,
2005,Chris Spencer,Mississippi,C,74.88,309,,5.24,26,29,104,4.59,8.06
2005,Darren Sproles,Kansas State,RB,66.13,187,,4.49,23,33,102,3.96,6.96
2005,Scott Starks,Wisconsin,CB,68.5,172,,4.42,13,43,133,3.9,6.99
2005,Nick Steitz,Oregon,OG,75.5,312,,5.6,,29.5,97,4.65,8.16
2005,David Stewart,Mississippi State,OT,78.5,314,,5.25,24,,,,
2005,Chauncey Stovall,Florida State,WR,72.75,221,,4.66,,,,,
2005,Taylor Stubblefield,Purdue,WR,71.25,174,,,,,,,
2005,Will Svitek,Stanford,OT,78.5,305,,,,,,,
2005,Bill Swancutt,Oregon State,DE,76,270,,5.03,23,34,113,4.24,7.35
2005,Matthew Tant,Vanderbilt,FB,69.5,231,,,,,,,
2005,Lofa Tatupu,Southern California,ILB,71.88,238,,4.84,23,35,113,4.16,7.31
2005,Claude Terrell,New Mexico,OG,74.25,343,,5.41,27,24.5,88,4.75,8.17
2005,Adam Terry,Syracuse,OT,80,330,,5.43,,26.5,95,4.78,7.89
2005,Benard Thomas,Nebraska,DE,75.88,269,,4.92,27,30,100,4.34,8.24
2005,Pat Thomas,North Carolina State,OLB,72.88,238,,,,,,,
2005,Duvol Thompson,Pennsylvania,CB,69.88,185,,,,,,,
2005,Craphonso Thorpe,Florida State,WR,72.88,188,,,,,,,
2005,Odell Thurman,Georgia,ILB,72.13,233,,4.7,23,34,113,4.28,7.47
2005,Justin Tuck,Notre Dame,DE,77,268,,,,,,,
